YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,MKT_CARRIER,MKT_CARRIER_FL_NUM,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09
2021,1,1,11,1,2021/01/11,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,952,942.0,-10.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/11,6.49,,0.0,0.0,0.0,30.0,38,26,230,230.0,,14.1,17.0,,,,,,,,
2021,1,1,12,2,2021/01/12,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,551.0,-14.0,952,953.0,1.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/12,8.72,,0.0,0.0,0.0,36.0,54,28,230,230.0,,17.0,23.0,,,,,,,,
2021,1,1,13,3,2021/01/13,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,602.0,-3.0,952,940.0,-12.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/13,9.62,,0.0,0.0,0.0,44.0,55,36,240,250.0,,16.1,25.9,,,,,,,,
2021,1,1,14,4,2021/01/14,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,559.0,-6.0,952,932.0,-20.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/14,10.74,,0.11,0.0,0.0,43.0,49,36,280,270.0,,28.0,38.0,,,,,,,,
2021,1,1,15,5,2021/01/15,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,601.0,-4.0,952,945.0,-7.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/15,12.08,,0.11,0.4,0.0,36.0,36,33,240,230.0,,21.0,29.1,1.0,,,1.0,,,,
2021,1,1,16,6,2021/01/16,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,558.0,-7.0,952,944.0,-8.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/16,11.86,,0.0,0.0,0.0,35.0,37,32,280,280.0,,21.0,28.0,,,,,,,,
2021,1,1,17,7,2021/01/17,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,554.0,-11.0,952,953.0,1.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/17,11.41,,0.04,0.3,0.0,34.0,40,31,270,270.0,,19.9,25.9,1.0,,,,,1.0,1.0,
2021,1,1,18,1,2021/01/18,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,553.0,-12.0,952,935.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/18,5.14,,0.01,0.0,0.0,36.0,44,28,290,310.0,,13.0,18.1,,,,,,,,
2021,1,1,19,2,2021/01/19,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,552.0,-13.0,952,938.0,-14.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/19,8.72,,0.0,0.0,0.0,35.0,42,27,310,280.0,,21.0,29.1,1.0,1.0,,,,,,
2021,1,1,20,3,2021/01/20,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,554.0,-11.0,952,921.0,-31.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/20,8.5,,0.0,0.0,0.0,35.0,48,22,200,200.0,,18.1,23.9,,,,,,,,
2021,1,1,21,4,2021/01/21,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,552.0,-13.0,952,918.0,-34.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/21,7.83,,0.0,0.0,0.0,44.0,54,34,360,20.0,,17.0,23.9,,,,,,,,
2021,1,1,22,5,2021/01/22,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,559.0,-6.0,952,935.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/22,8.5,,0.0,0.0,0.0,35.0,37,23,350,350.0,,16.1,23.0,,,,,,,,
2021,1,1,23,6,2021/01/23,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,554.0,-11.0,952,918.0,-34.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/23,10.74,,0.0,0.0,0.0,27.0,40,18,130,130.0,,19.9,25.1,,,,,,,,
2021,1,1,24,7,2021/01/24,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,553.0,-12.0,952,917.0,-35.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/24,6.04,,0.0,0.0,0.0,38.0,42,35,130,130.0,,15.0,19.9,,,,,,,,
2021,1,1,25,1,2021/01/25,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,952,938.0,-14.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/25,10.07,,1.21,0.0,0.0,37.0,38,34,80,90.0,,21.9,30.0,1.0,,,,,,,
2021,1,1,26,2,2021/01/26,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,553.0,-12.0,952,925.0,-27.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/26,8.72,,0.0,0.0,0.0,36.0,38,30,280,270.0,,18.1,25.9,1.0,,,,,,,
2021,1,1,27,3,2021/01/27,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,550.0,-15.0,952,948.0,-4.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/27,8.95,,0.26,2.3,0.0,30.0,31,21,360,360.0,,16.1,23.0,1.0,1.0,,,,,,1.0
2021,1,1,28,4,2021/01/28,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,618.0,13.0,952,1003.0,11.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/28,4.92,,0.0,0.0,2.0,23.0,32,12,110,120.0,,12.1,13.0,,,,,,,,
2021,1,1,29,5,2021/01/29,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,559.0,-6.0,952,922.0,-30.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/29,10.07,,0.0,0.0,2.0,27.0,40,20,140,140.0,,15.0,19.9,,,,,,,,
2021,1,1,30,6,2021/01/30,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,554.0,-11.0,952,922.0,-30.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/30,14.32,,1.25,0.0,1.2,38.0,45,35,130,130.0,,28.0,35.1,1.0,,,,,,,
2021,1,1,31,7,2021/01/31,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,557.0,-8.0,952,931.0,-21.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/01/31,17.22,,0.05,0.0,0.0,40.0,47,33,290,290.0,,28.0,40.9,1.0,,,,,,,
2021,1,2,1,1,2021/02/01,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,556.0,-9.0,952,937.0,-15.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/01,12.3,,0.0,0.0,0.0,33.0,34,31,310,320.0,,21.0,28.0,,,,,,,,
2021,1,2,2,2,2021/02/02,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,952,924.0,-28.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/02,5.14,,0.0,0.0,0.0,32.0,40,26,340,310.0,,10.1,15.0,,,,,,,,
2021,1,2,3,3,2021/02/03,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,554.0,-11.0,952,938.0,-14.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/03,8.28,,0.0,0.0,0.0,33.0,46,24,150,140.0,,17.0,23.0,1.0,,,,,,1.0,
2021,1,2,4,4,2021/02/04,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,557.0,-8.0,952,920.0,-32.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/04,15.66,,0.22,0.0,0.0,40.0,44,26,280,280.0,,32.0,45.0,1.0,,,,,,,
2021,1,2,5,5,2021/02/05,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,601.0,-4.0,952,936.0,-16.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/05,12.08,,0.0,0.0,0.0,33.0,45,25,280,280.0,,25.1,36.0,,,,,,,,
2021,1,2,6,6,2021/02/06,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,952,939.0,-13.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/06,8.05,,0.04,0.4,0.0,27.0,30,14,350,350.0,,18.1,23.0,,,,,,,,
2021,1,2,7,7,2021/02/07,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,600.0,-5.0,952,938.0,-14.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/07,8.05,,0.0,0.0,0.0,13.0,17,5,360,90.0,,16.1,23.9,,,,,,,,
2021,1,2,8,1,2021/02/08,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,952,942.0,-10.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/08,7.61,,0.1,0.5,0.0,18.0,23,16,350,50.0,,14.1,19.0,1.0,,,,,1.0,,
2021,1,2,9,2,2021/02/09,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,952,1024.0,32.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/09,9.4,,0.0,0.1,1.2,17.0,19,13,350,360.0,,15.0,18.1,,,,,,,,
2021,1,2,10,3,2021/02/10,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,558.0,-7.0,952,1010.0,18.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/10,10.07,,0.04,0.2,1.2,17.0,19,15,10,350.0,,16.1,23.0,1.0,,,,,1.0,,
2021,1,2,11,4,2021/02/11,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,1001.0,12.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/11,10.96,,0.03,0.3,1.2,17.0,22,14,350,350.0,,18.1,25.9,,,,,,,,
2021,1,2,12,5,2021/02/12,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,557.0,-8.0,949,942.0,-7.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/12,12.75,,0.0,0.0,1.2,16.0,19,8,360,320.0,,19.9,25.1,,,,,,,,
2021,1,2,13,6,2021/02/13,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,1012.0,23.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/13,11.63,,0.02,0.8,1.2,8.0,10,1,310,320.0,,18.1,23.9,,,,,,,,
2021,1,2,14,7,2021/02/14,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,954.0,5.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/14,14.09,,0.01,0.1,1.2,3.0,8,-1,350,330.0,,21.0,27.1,,,,,,,,
2021,1,2,15,1,2021/02/15,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,605.0,0.0,949,1020.0,31.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/15,13.87,,0.52,5.7,2.0,2.0,4,0,330,330.0,,21.0,31.1,,,,,,,,1.0
2021,1,2,16,2,2021/02/16,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,605.0,0.0,949,958.0,9.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/16,7.16,,0.0,0.0,7.1,4.0,16,-4,290,310.0,,16.1,21.0,,,,,,,,
2021,1,2,17,3,2021/02/17,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,747.0,102.0,949,1123.0,94.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/17,6.93,,0.04,0.5,5.9,11.0,19,6,80,90.0,,14.1,18.1,1.0,,,,,,,
2021,1,2,18,4,2021/02/18,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,607.0,2.0,949,1020.0,31.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/18,8.05,,0.0,0.2,5.9,19.0,25,12,340,310.0,,15.0,19.0,,,,,,,,
2021,1,2,19,5,2021/02/19,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,957.0,8.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/19,4.25,,0.0,0.0,5.1,17.0,32,3,170,180.0,,8.9,12.1,,,,,,,,
2021,1,2,20,6,2021/02/20,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,933.0,-16.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/20,7.38,,0.0,0.0,3.9,27.0,39,15,130,140.0,,17.0,21.0,,,,,,,1.0,
2021,1,2,21,7,2021/02/21,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,601.0,-4.0,949,931.0,-18.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/21,13.42,,0.01,0.0,3.9,36.0,49,27,210,220.0,,28.0,40.9,1.0,,,,,,,
2021,1,2,22,1,2021/02/22,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,555.0,-10.0,949,921.0,-28.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/22,15.66,,0.0,0.0,0.0,43.0,56,36,280,280.0,,25.9,34.0,,,,,,,,
2021,1,2,23,2,2021/02/23,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,556.0,-9.0,949,932.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/23,9.62,,0.0,0.0,0.0,52.0,66,38,120,250.0,,16.1,25.1,,,,,,,,
2021,1,2,24,3,2021/02/24,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,603.0,-2.0,949,931.0,-18.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/24,12.75,,0.0,0.0,0.0,54.0,58,36,10,340.0,,19.9,28.0,,,,,,,,
2021,1,2,25,4,2021/02/25,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,600.0,-5.0,949,943.0,-6.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/25,4.7,,0.0,0.0,0.0,40.0,49,31,350,360.0,,13.0,16.1,,,,,,,,
2021,1,2,26,5,2021/02/26,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,604.0,-1.0,949,954.0,5.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/26,9.84,,0.0,0.0,0.0,41.0,51,30,110,110.0,,19.9,27.1,,,,,,,,
2021,1,2,27,6,2021/02/27,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,615.0,10.0,949,955.0,6.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/27,8.05,,0.17,0.0,0.0,48.0,60,33,130,130.0,,21.9,28.0,1.0,,,,,,,
2021,1,2,28,7,2021/02/28,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,606.0,1.0,949,950.0,1.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/02/28,8.5,,0.44,0.0,0.0,56.0,61,38,330,330.0,,16.1,30.0,1.0,,1.0,,,,,
2021,1,3,1,1,2021/03/01,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,602.0,-3.0,949,942.0,-7.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/01,6.71,,0.0,0.0,0.0,41.0,51,29,320,330.0,,16.1,23.0,,,,,,,,
2021,1,3,2,2,2021/03/02,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,559.0,-6.0,949,937.0,-12.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/02,6.93,,0.0,0.0,0.0,42.0,59,27,220,180.0,,15.0,23.0,,,,,,,,
2021,1,3,3,3,2021/03/03,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",605,558.0,-7.0,949,930.0,-19.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/03,7.16,,0.0,0.0,0.0,53.0,71,39,260,250.0,,17.0,21.9,,,,,,,,
2021,1,3,4,4,2021/03/04,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,601.0,1.0,950,940.0,-10.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/04,8.95,,0.0,0.0,0.0,51.0,62,37,60,40.0,,16.1,23.0,,,,,,,,
2021,1,3,5,5,2021/03/05,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,557.0,-3.0,950,933.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/05,6.49,,0.0,0.0,0.0,42.0,51,31,70,80.0,,16.1,23.0,,,,,,,,
2021,1,3,6,6,2021/03/06,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,553.0,-7.0,950,925.0,-25.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/06,2.91,,0.0,0.0,0.0,46.0,59,37,250,250.0,,10.1,14.1,,,,,,,,
2021,1,3,7,7,2021/03/07,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,550.0,-10.0,950,921.0,-29.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/07,6.49,,0.0,0.0,0.0,50.0,67,34,150,140.0,,16.1,23.0,,,,,,,,
2021,1,3,8,1,2021/03/08,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,557.0,-3.0,950,937.0,-13.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/08,11.41,,0.0,0.0,0.0,59.0,71,48,230,210.0,,21.0,29.1,,,,,,,,
2021,1,3,9,2,2021/03/09,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,553.0,-7.0,950,926.0,-24.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/09,12.3,,0.0,0.0,0.0,62.0,75,51,190,200.0,,25.1,36.9,,,,,,,,
2021,1,3,10,3,2021/03/10,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,604.0,4.0,950,951.0,1.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/10,17.45,,0.0,0.0,0.0,64.0,72,60,200,190.0,,33.1,42.9,,,,,,,,
2021,1,3,11,4,2021/03/11,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,555.0,-5.0,950,924.0,-26.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/11,7.38,,0.48,0.0,0.0,60.0,68,49,300,310.0,,25.9,40.0,1.0,,1.0,,,,,
2021,1,3,12,5,2021/03/12,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,557.0,-3.0,950,945.0,-5.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/12,7.61,,0.05,0.0,0.0,51.0,59,45,40,40.0,,16.1,25.9,,,,,,,,
2021,1,3,13,6,2021/03/13,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,554.0,-6.0,950,952.0,2.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/13,10.51,,0.0,0.0,0.0,52.0,58,48,100,100.0,,17.0,23.9,,,,,,,,
2021,1,3,14,7,2021/03/14,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,553.0,-7.0,950,923.0,-27.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/14,14.32,,0.01,0.0,0.0,51.0,54,47,100,80.0,,25.9,36.9,,,,,,,,
2021,1,3,15,1,2021/03/15,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,557.0,-3.0,950,933.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/15,12.75,,0.44,0.0,0.0,48.0,51,44,120,120.0,,28.0,40.0,1.0,,,,,,,
2021,1,3,16,2,2021/03/16,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,552.0,-8.0,950,934.0,-16.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/16,6.26,,0.0,0.0,0.0,46.0,50,43,100,100.0,,16.1,21.0,1.0,,,,,,,
2021,1,3,17,3,2021/03/17,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,555.0,-5.0,950,934.0,-16.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/17,10.51,,0.87,0.0,0.0,49.0,55,44,40,110.0,,23.0,30.0,1.0,,1.0,,,,1.0,
2021,1,3,18,4,2021/03/18,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,551.0,-9.0,950,933.0,-17.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/18,16.11,,2.04,0.0,0.0,45.0,45,40,360,350.0,,25.1,35.1,1.0,,,,,,,
2021,1,3,19,5,2021/03/19,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,556.0,-4.0,950,947.0,-3.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/19,11.18,,0.0,0.0,0.0,43.0,53,35,60,40.0,,21.0,25.9,,,,,,,,
2021,1,3,20,6,2021/03/20,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,552.0,-8.0,950,935.0,-15.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/20,6.49,,0.0,0.0,0.0,45.0,61,32,90,110.0,,15.0,18.1,,,,,,,,
2021,1,3,21,7,2021/03/21,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,553.0,-7.0,950,923.0,-27.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/21,10.74,,0.0,0.0,0.0,53.0,70,38,140,130.0,,23.9,32.0,,,,,,,,
2021,1,3,22,1,2021/03/22,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,612.0,12.0,950,944.0,-6.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/22,10.29,,0.0,0.0,0.0,58.0,70,43,150,160.0,,21.0,28.0,,,,,,,,
2021,1,3,23,2,2021/03/23,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,552.0,-8.0,950,925.0,-25.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/23,13.65,,0.46,0.0,0.0,59.0,62,54,230,220.0,,28.0,40.0,1.0,,1.0,,,,1.0,
2021,1,3,24,3,2021/03/24,AA,944,STL,"St. Louis, MO",MIA,"Miami, FL",600,553.0,-7.0,950,940.0,-10.0,"ST LOUIS LAMBERT INTERNATIONAL AIRPORT, MO US",2021/03/24,11.41,,0.0,0.0,0.0,58.0,66,49,270,270.0,,23.0,29.1,,,,,,,,
